name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
Lawarence Press,0,0,0,2,10.20936
Lawrence and Wishart,0,0,0,2,10.3898
Laxmi Book Publication,0,0,0,19,10.9780
Lebanese American University,0,0,0,1,10.26756
Lectito BV,0,0,0,1,10.20897
Led Edizioni Universitarie,0,0,1,11,10.7358
Legal Research Institute Kookmin University,2,2,0,0,10.17251
Legal Research Institute of Ajou University,1,2,0,0,10.21589
Leibniz Institute for Psychology (ZPID),15,63,0,30,10.5964__10.32872
Lembaga Layanan Pendidikan Tinggi - LLDIKTI -  Wilayah X,0,0,0,1,10.22216
Lembaga Penelitian dan Pengabdian kepada Masyarakat ITS,0,0,0,16,10.12962
Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Lampung,0,0,3,0,10.23960
Lembaga Penelitian dan Pengabdian kepada Masyarakat Universitas Riau,0,0,1,1,10.31258
Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto,0,0,0,4,10.30595
Lepidopterists' Society,1,0,0,0,10.18473
Lepidus Tecnologia,0,0,0,10,10.14295
"Lesgaft National State University of Physical Education, Sport and Health, St. Petersburg",0,21,0,22,10.5930
Lesya Ukrainka Volyn National University,0,0,0,1,10.29038
Level Up Business Center,6,0,0,1,10.18410
Lexis Publisher,0,0,0,1,10.15412
Liberal Dusunce Dergisi,0,6,0,0,10.36484
Library Juice Press,0,0,0,1,10.24242
Library of Technological Educational Institute of Athens,0,0,0,3,10.18780
Librello,0,0,0,4,10.12924
Liceo de Cagayan University,0,0,0,3,10.7828
"Life Science Alliance, LLC",4,46,0,1,10.26508
Lifescience Global,0,0,0,29,10.6000
Limited Liability Company PP ARIAL,0,0,0,1,10.32514
Linguistic Society of America,0,0,0,12,10.3765
Linkoping University Electronic Press,4,4,0,16,10.3384
"Literati Scientific and Publishers, Pvt. Limited",0,0,0,10,10.15272
Lithuanian Academy of Sciences,0,4,0,9,10.6001__10.3952
Lithuanian Research Centre for Agriculture and Forestry,0,47,0,3,10.13080
Litikum,0,0,0,1,10.23898
Liverpool University Press,6,0,4,30,10.3828
Living Reviews,2,0,0,23,10.12942
Logical Methods in Computer Science e.V.,0,0,0,2,10.2168
Logos Medical Publication (Logos Yayincilik Tic. A.S.),0,0,0,18,10.5222
Longdom Group,0,0,0,33,10.35248
Longman Publishers,0,0,0,1,10.46243
Longwoods Publishing,0,0,0,44,10.12927
LookUs Bilisim A.S.,0,0,1,101,10.5505
Louisiana State University Libraries,0,0,1,1,10.31390
Lukasiewicz Research Network - Institute of Industrial Organic Chemistry,0,0,0,2,10.22211
Lumbini Medical College,0,0,0,1,10.22502
Lumitext Publishing,0,0,0,43,10.4255
Lviv Polytechnic National University,1,2,0,2,10.23939
Lviv Regional Institute for Public Administration - LRIPA NAPA,0,0,0,4,10.33990
LymphoSign Journal Limited Partnership,0,11,0,0,10.14785
Lyson Center for Civic Agriculture and Food Systems,2,0,0,3,10.5304
M. Akmullah BSPU,0,0,0,1,10.21510
M. E. Sharpe Inc.,14,6,0,63,10.2753
MAFTREE,0,0,0,3,10.4273
MANAS Sosyal Arastirmalar Dergisi,1,75,0,0,10.33206
MBLWHOI Library,0,0,0,3,10.1575
MDPI AG,3318,14714,856,2824,10.3390__10.1989__10.20944__10.35995
MECS Publisher,0,0,16,33,10.5815
MEDIAJ,0,1,0,0,10.33464
MGIMO University,0,0,0,2,10.24833
MIS Quarterly,0,0,0,1,10.25300
MIT Press - Journals,40,50,136,798,10.1162__10.7551
MNK Publications,0,0,0,2,10.29111
MOLESTO: Edebiyat Arastirmalari Dergisi,0,1,0,0,10.33406
MTT Agrifood Research Finland,0,0,0,4,10.2137
Maad Rayan Publishing Company,9,177,36,3,10.34172
Macedonian Academy of Sciences and Arts,0,0,0,1,10.20903
Macedonian Pharmaceutical Association,1,0,1,0,10.33320
"Macrothink Institute, Inc.",0,0,8,31,10.5296
Macroworld Egitim Hiz. Med. San. Tic. Ltd.,0,0,0,5,10.15340
Maden Tetkik ve Arama Dergisi,0,0,0,1,10.19076
"Madridge Publishers, LLC",0,0,0,7,10.18689
Magarach. Viticulture and Winemaking,0,1,0,0,10.35547
Magnolia Press,0,0,785,96,10.11646
Magyar Aprovad Kozlemenyek,0,0,0,3,10.17243
Majalah BIAM,0,0,0,1,10.29360
Majalah Kedokteran Bandung,0,0,0,1,10.15395
Makale Sistemi/Geomes,0,0,0,1,10.15659
Malaga University,2,0,0,1,10.24310
Malaysian Journal of Microbiology,0,0,0,1,10.21161
Malaysian Orthopaedic Association,0,0,0,1,10.5704
Malaysian Palm Oil Board,0,0,0,3,10.21894
Malaysian Public Health Physicians' Association,0,0,2,0,10.37268
Malaysian Society for Molecular Biology and Biotechnology,1,0,0,0,10.35118
Malaysian Society of Soil Science,0,0,0,1,10.37799
Maliye Finans Yazilari,0,2,0,0,10.33203
Mammal Research Institute,0,0,0,1,10.4098
Mammalogical Society of Japan,0,0,0,8,10.3106
"Managed Care and Healthcare Communications, LLC",0,0,4,0,10.37765
Management Research Center,0,2,0,0,10.30753
Manchester University Press,5,1,1,12,10.7227__10.7228__10.7765
Maney Publishing,100,166,0,116,10.1179
Mantar Dergisi,0,0,0,1,10.30708
"Maralte, B.V.",0,0,0,2,10.5645
Maranatha Christian University,0,0,0,1,10.28932
Marin Dracea National Research-Development Institute in Forestry,0,0,0,21,10.15287
Marine Biological Association of India,0,0,0,13,10.6024
Marine Geological Institute,0,0,0,1,10.32693
Marine Science and Technology Bulletin,0,2,0,0,10.33714
Marine Technology Society,0,0,0,1,10.4031
Marine and Coastal Research Institute INVEMAR,0,0,0,3,10.25268
Mark Allen Group,51,27,1,28,10.12968
Marmara Iletisim Dergisi,0,31,0,0,10.17829
Marmara Pharmaceutical Journal,0,0,0,1,10.12991
Marmara Universitesi Saglik Bilimleri Enstitusu Dergisi,0,0,0,1,10.15339
Marmara University Journal of Science,0,32,0,1,10.7240
Marques Aviation Ltd.,0,0,0,4,10.14323
Mars Informatics,0,0,0,35,10.1555
Marshfield Clinic Research Institute,0,0,0,5,10.3121
Marwah Infotech,0,0,2,100,10.21276
Mary Ann Liebert Inc,227,1001,6,1522,10.1089
Masaryk University Press,15,37,0,1,10.5817
"Mason Publishing, George Mason University Libraries",0,0,0,2,10.13021
Massachusetts Historical Society,0,1,0,0,10.5224
Massachusetts Medical Society,27,6,5,77,10.1056
Masyarakat Iktiologi Indonesia,0,0,0,5,10.32491
"Materials Research Forum, LLC",0,0,0,1,10.21741
Mathematical Association of America,0,155,1,0,10.4169
"Mathematical Institute, Tohoku University",0,0,1,6,10.2748
Mathematical Research Press,0,0,0,9,10.23952
Mathematical Sciences Publishers,16,62,1,19,10.2140
Mathematical Sciences and Applications E-Notes,0,20,0,1,10.36753
Mathematical Society of Japan (Project Euclid),0,0,1,5,10.2969
Mavlyutov Institute of Mechanics,0,2,0,0,10.21662
Max Planck Institute for Demographic Research,8,248,0,1,10.4054
Max Planck Institute for Legal History and Legal Theory,0,0,0,1,10.12946
Maxwell Scientific Publication Corp.,0,0,0,4,10.19026
MayDay Group,0,0,0,1,10.22176
"McFarland and Company, Inc., Publishers",1,1,0,0,10.3172
McGraw-Hill Professional,0,0,2,79,10.1036
McMaster University Library,0,0,0,1,10.15173
"MedCrave Group, LLC",23,0,20,85,10.15406
Medforum,0,0,0,3,10.33978
Media Peternakan,0,0,0,2,10.5398
Media Research,0,0,0,1,10.22572
Media Sphere Publishing Group,92,2652,0,200,10.17116
Media Watch,0,0,0,1,10.15655
MediaMedica,4,588,1,10,10.26442
MediaSphere Medical LLC,0,0,2,2,10.19102
Mediar Press,1,0,0,0,10.47360
MedicHub Media,2,0,0,0,10.26416
Medical Association of Nippon Medical School,2,0,0,2,10.1272
Medical Bulletin of Zeynep Kamil,0,58,0,0,10.16948
Medical Communications Sp. z.o.o.,0,0,3,1,10.15557
"Medical Faculty, University in Nis",1,0,0,2,10.5633
Medical Informational Agency Publishers,1,0,0,0,10.30629
Medical Journal of Ankara Training and Research Hospital,1,4,0,0,10.20492
Medical Journal of Suleyman Demirel University,0,110,0,0,10.17343
Medical Journals Sweden AB,0,0,150,272,10.2340
Medical Library Association,0,0,0,42,10.3163
Medical Science and Discovery,0,1,0,0,10.17546
Medical University Prof. Dr. Paraskev Stoyanov - Varna,0,0,13,3,10.14748
Medical University of Lublin,0,0,3,0,10.12923
"Medicina Oral, S.L.",0,0,0,20,10.4317
Medicinos Mintis,0,6,0,0,10.15591
"Medinews (Cardiology), Ltd.",0,0,0,2,10.5837
Medip Academy,0,0,0,22,10.18203
Mediterranean Agricultural Sciences,0,6,0,0,10.29136
Mediterranean BioMedical Journals,2,0,0,0,10.15342
Mediterranean Center of Social and Educational Research,0,8,0,71,10.5901
Mediterranean Journal of Chemistry,0,0,0,5,10.13171
Medknow,90,6,76,2449,10.4103__10.15380
Medpharm Publications,2,1,0,0,10.36303
Medwave Estudios Limitada,0,0,1,2,10.5867
Medwell Publications,0,0,0,27,10.36478
Medwin Publishers,0,0,7,13,10.23880
Medycyna Praktyczna,0,0,1,3,10.20452
Mehmet Akif Ersoy Universitesi Egitim Fakultesi Dergisi,1,12,0,4,10.21764
Mehmet Akif Ersoy Universitesi Fen Bilimleri Enstitusu Dergisi,0,23,0,0,10.29048
Mehmet Akif Ersoy Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,0,31,0,0,10.30798
Mehmet Akif Ersoy Universitesi Saglik Bilimleri Dergisi,0,20,0,0,10.24998
Mehmet Akif Ersoy Universitesi Sosyal Bilimler Enstitusu Dergisi,0,7,0,1,10.20875
Mehmet Akif Ersoy Universitesi Uygulamali Bilimler Dergisi,0,15,0,0,10.31200
Mehmet Akif Ersoy Universitesi Veteriner Fakultesi Dergisi,0,39,0,0,10.24880
Mehr Publishing Group,0,0,0,5,10.19082
Mehran University of Engineering and Technology,0,0,2,0,10.22581
"Men's Studies Press, LLC",2,10,0,74,10.3149
Mendel University Press,5,13,2,1,10.11118
Mercator - Revista de Geografia da UFC,0,0,0,1,10.4215
Mersin Universitesi Beden Egitimi ve Spor Yuksekokulu,0,5,0,0,10.32706
Mersin Universitesi Saglik Bilimleri Dergisi,0,38,0,0,10.26559
Mersin Universitesi Tip Fakultesi Lokman Hekim Tip Tarihi ve Folklorik Tip Dergisi,0,25,0,1,10.31020
Mersin University Journal of the Faculty of Education,1,19,0,1,10.17860
Metapress,0,0,0,21,10.1092
Meteorological Society of Japan,1,0,0,102,10.2151
Methodist DeBakey Cardiovascular Journal,0,0,0,54,10.14797
Mexican Journal of Biotechnology,1,1,0,0,10.29267
Michael Joanna Publications,0,0,0,1,10.14194
"Michigan Academy of Science, Arts and Letters",0,3,0,0,10.7245
Michigan Mathematical Journal,0,0,0,5,10.1307
Michigan State University Press,3,5,0,3,10.14321
Microbiology Research Foundation,0,0,0,8,10.2323
Microbiology Society,27,527,158,921,10.1099
Milbank Memorial Fund,0,0,0,1,10.1599
Militar Tehnical Academy Bucharest,0,0,1,0,10.32754
"Military History Institute, MND",1,1,0,1,10.29212
Military Operations Research Society,0,0,0,2,10.5711
Mimarlik Bilimleri ve Uygulamalari Dergisi,0,2,0,0,10.30785
Mineralogical Association of Canada,0,0,2,5,10.3749
Mineralogical Society,2,10,0,30,10.1180
Mineralogical Society of America,2,0,5,63,10.2138
Minin University,1,0,0,0,10.26795
Mining and Materials Processing Institute of Japan,0,1,0,1,10.2473
Ministry Of Finance - Fiscal Policy Agency,0,0,0,1,10.31685
"Ministry of Health, Ankara City Hospital",0,1,0,0,10.38136
Mises Institute,1,0,0,0,10.35297
Missouri Botanical Garden Press,0,0,0,13,10.3417
Mlodzi Naukowcy dr Jedrzej Nyckowiak,0,0,0,1,10.24051
Mnemosine Revista,0,0,0,1,10.21491
Mobilization Journal,0,0,1886,4,10.17813
Mobilya ve Ahsap Malzeme Arastirmalari Dergisi,1,2,0,0,10.33725
Modern Humanities Research Association,2,126,0,0,10.5699
Modern Korean Literature Association,0,0,2,4,10.19050
Modern Language Association (MLA),13,0,1,4,10.1632
Modern Science Publishers,0,0,0,1,10.20454
Modestum Publishing Ltd,7,1,1,6,10.29333
Mohr Siebeck,0,0,1,3,10.1628
Moksha Publishing House,0,0,0,6,10.7897
Momentum Press,0,0,0,2,10.5643
Monash University,0,8,0,15,10.2104
Morgan & Claypool Publishers LLC,19,1393,0,0,10.2200__10.4199
Morressier,0,0,0,1,10.26226
Moscow Islamic Institute,0,0,0,1,10.20536
Moscow Polytechnic University,0,0,0,1,10.31992
Moscow Regional Research and Clinical Institute (MONIKI),1,0,0,2,10.18786
Moscow Regional State University,0,0,2,2,10.18384
Moscow State Institute of Civil Aviation,0,0,0,1,10.26467
Moscow State Institute of International Relations,1,0,0,0,10.46272
Moscow State University of Civil Engineering,0,0,0,3,10.22227
Motif Akademi,0,4,0,0,10.12981
Motricidades Revista da Sociedade de Pesquisa Qualitativa em Motricidade Humana,0,0,0,1,10.29181
Mugla Journal of Science and Technology,0,46,0,0,10.22531
Mugla Sitki Kocman University Journal of Education,0,1,0,0,10.21666
Muhakeme Dergisi,0,2,0,0,10.33817
Muhammadiyah Metro University,0,0,0,1,10.24127
Muhasebe Bilim Dunyası Dergisi,1,11,0,0,10.31460
Muhasebe ve Finans Incelemeleri Dergisi,0,5,0,0,10.32951
Muhasebe ve Vergi Uygulamalari Dergisi,0,2,0,0,10.29067
Muhendislik Bilimleri ve Tasarim Dergisi,0,12,0,0,10.21923
"Mulberry Technologies, Inc.",0,1,0,0,10.4242
Multi-Science Publishing Co. Ltd.,4,9,0,29,10.1260
MultiMed Inc.,10,0,150,33,10.3747
Multiculture and Peace Institute,1,5,0,0,10.22446
Mus Alparslan Universitesi Fen Bilimleri Dergisi,0,1,0,4,10.18586
Museum National D'Histoire Naturelle,0,0,0,1,10.5852
"Museum National d'Histoire Naturelle, Paris, France",5,0,0,3,10.5252
Museum and Institute of Zoology at the Polish Academy of Sciences,4,0,0,25,10.3161
"Museum of Comparative Zoology, Harvard University",0,0,0,2,10.3099
Mushroom Research Foundation,0,0,5,12,10.5943
Muszaki Tudomanyos Kozlemenyek,0,4,0,0,10.33894
Muzeul National de Istorie a Romaniei,0,0,4,0,10.46535
MyJove Corporation,0,0,9,217,10.3791
Mycobiology (KAMJE),2,0,0,0,10.5941
Mycological Society of America,1,175,0,76,10.3852
"Mycotaxon, Ltd.",0,0,0,1,10.5248
N.N. Priorov National Medical Research Center Of Traumotology and Orthopedics,1,11,0,0,10.32414
N.S. Memorial Scientific Research and Education Society,0,0,0,1,10.31024
NACE International,6,0,0,15,10.5006
NAIK Research Institute of Agricultural Economics,0,0,0,1,10.7896
NATO Science and Technology Organization,0,0,0,4,10.14339
NATO Strategic Communications Centre of Excellence,0,0,0,1,10.30966
NFC Institute of Engineering and Fertilizer Research,0,0,0,1,10.24081
NIDA/RTI International,0,0,0,7,10.1151
NIEHS,0,1,0,0,10.22427
NII KPSSZ,0,0,0,23,10.17802
NMFS Publications Office,0,0,0,1,10.7755
NP Voprosy Ekonomiki,2,6,0,0,10.32609
NPG Publishing,0,0,0,1,10.24108
NPS MedicineWise,0,0,0,2,10.18773
NRC Kurchatov Institute,0,0,0,2,10.21517
NRCERM EMERCOM of Russia,0,0,0,1,10.25016
NWSA Academic Journals,0,0,0,2,10.12739
NYU Press,0,0,0,1,10.18574
"NZCER Press, New Zealand Council for Educational Research",0,0,34,0,10.18296
Naba'a Al-Hayat Foundation for Medical Sciences and Health Care,0,0,0,1,10.22317
Naif Arab University for Security Sciences,0,0,0,1,10.26735
Naksh Solutions,1,0,0,0,10.48175
"NamesforLife, LLC",167,88,0,0,10.1601
"Namik Kemal Tip Dergisi, Tekirdag Namik Kemal University",0,2,0,0,10.37696
Natal Museum of South Africa,1,0,0,0,10.5733
National Academic Advising Association (NACADA),1,13,0,2,10.12930
National Academy of Dentistry,0,0,0,1,10.5866
National Academy of Educational Sciences of Ukraine,1,0,0,0,10.37472
National Academy of Managerial Staff of Culture and Arts,0,0,0,1,10.32461
National Academy of Medicine,1,0,0,2,10.31478
National Academy of Sciences of Ukraine (Co. LTD Ukrinformnauka),24,46,1,21,10.15407
National Academy of Sciences of the Republic of Kazakshtan,0,0,0,1,10.32014
National Assembly Budget Office,0,2,0,0,10.35525
National Association of Biology Teachers,0,0,0,2,10.1662
National Association of Phthisiatricians,0,0,0,1,10.36422
National Association of School Psychologists (NASP),20,71,0,1,10.17105
National Atomic Energy Agency of Indonesia (BATAN),0,0,0,9,10.17146
National Aviation University,0,0,0,1,10.18372
National Bureau of Economic Research,0,0,32,49,10.3386
National Cancer Center Dharmais Cancer Hospital,0,0,0,2,10.33371
National Center for Global Health and Medicine (JST),2,0,0,0,10.35772
National Council of Teachers of Mathematics,1,629,2,8,10.5951
National Documentation Centre (EKT),0,0,0,6,10.12681
National Heritage Language Resource Center,0,0,12,0,10.46538
National Information Standards Organization (NISO),0,1,0,1,10.3789
National Inquiry Services Center (NISC),11,89,1,32,10.2989
National Institute for Health Research,12,147,2,32,10.3310
National Institute of Advanced Industrial Science,0,3,0,0,10.9795
National Institute of Industrial Health,0,0,0,11,10.2486
National Institute of Informatics (NII),0,0,0,2,10.2201
National Institute of Public Health,3,2,0,2,10.21101
National Institute of Special Education,2,4,0,0,10.34249
National Institute of Standards and Technology (NIST),0,5,0,7,10.6028
National Institute of Telecommunications,0,18,0,0,10.26636
National League for Nursing,6,0,0,19,10.5480
National Library of Serbia,0,20,0,19,10.2298
National Medical Research Center For Rehabilitation And Balneology,1,0,0,0,10.38025
National Medical Research Center of Hematology of the Ministry of Health of the Russian Federation,4,0,0,0,10.35754
National Parks Board,0,0,0,3,10.26492
National Research Center Kurchatov Institute,1,0,0,3,10.21519
"National Research University, Higher School of Economics (HSE)",0,0,0,15,10.17323
National Science Museum of Korea,0,0,0,1,10.7229
National Science Teachers Association (NSTA),0,0,0,9,10.2505
National Scientific and Research Institute of Industrial Safety and Occupational Safety and Health,1,0,0,0,10.36804
National Shellfisheries Association,3,0,0,27,10.2983
National Society of Ecological Engineering and Environment Protection,0,1,0,0,10.32006
National Taiwan University,1,0,0,0,10.4015
National Technical University Kharkiv Polytechnic Institute,0,0,0,3,10.20998
National University of Kyiv - Mohyla Academy,1,3,0,1,10.18523
National University of Life and Environmental Sciences of Ukraine,1,4,0,1,10.31548
National University of Mongolia,0,0,1,0,10.22353
National University of Pharmacy,0,0,1,0,10.24959
National University of Science and Technology MISiS,0,0,0,11,10.17073
National University of Sciences and Technology,0,0,0,2,10.37540__10.24949
National University of Ukraine on Physical Education and Sport,0,0,0,2,10.32652
National Weather Association,0,0,0,1,10.15191
National Youth Policy Institute,0,1,0,10,10.14816
National and University Library of the Republic of Srpska,0,0,0,9,10.7251
Natural Areas Journal,1,0,0,8,10.3375
Natural Resources Canada/CMSS/Information Management,0,0,0,6,10.4095
Natural Sciences Publishing,0,0,7,20,10.18576
Naturalis Biodiversity Center,0,0,0,3,10.3767
Necatibey Faculty of Education Electronics Journal of Science and Mathematics Education,0,13,0,0,10.17522
Negah Scientific Publisher,0,0,1,2,10.32598
Neoplasia Press,1,0,0,8,10.1593
Nepal Health Research Council,0,0,7,7,10.33314
Nepal Journals Online (JOL),0,0,6,17,10.3126
Netherlands Institute for Sound and Vision,0,0,0,3,10.18146
Netherlands Ornithologists' Union,0,0,0,5,10.5253
Netherlands Tijdschrift voor Tandheelkunde (NTvT),0,0,0,2,10.5177
Networking Knowledge MeCCSA PGN Journal,0,0,0,1,10.31165
NeuroQuantology Journal,0,0,0,6,10.14704
Nevada Water Resources Association,0,0,0,2,10.22542
Nevsehir Bilim ve Teknoloji Dergisi,0,1,0,0,10.17100
Nevsehir Haci Bektas Veli Universitesi SBE Dergisi,0,3,0,0,10.30783
New Delhi Publishers,0,0,0,8,10.30954
New England Botanical Club,0,0,0,1,10.3119
New Labor Forum,0,0,0,1,10.4179
New Prairie Press,0,0,0,18,10.4148
New Technologies Publishing House,0,0,0,2,10.17587
New Terra,2,0,0,7,10.21292
"New World Publishing International, Inc.",0,0,0,1,10.5099
New York Botanical Garden,0,0,0,25,10.1663
New York Entomological Society,1,0,0,2,10.1664
New York University,1,0,0,0,10.33682
New Zealand Ecological Society,0,0,0,1,10.20417
New Zealand Grassland Association,20,0,1057,0,10.33584
New Zealand Society for Earthquake Engineering,0,0,1,0,10.5459
Nexus Academic Publishers,0,0,0,2,10.14737
Nigeria Physiotherapy Network,0,0,0,2,10.34058
Nihon University School of Dentistry,3,0,3,2,10.2334
Nihon University School of Dentistry at Matsudo Research Institute of Oral Science,0,0,0,1,10.5466
Nikitsky Botanical Gardens National Science Center,1,0,0,0,10.36305
Nipissing University Library,0,0,0,11,10.33524
Nitte Management Review,0,0,0,1,10.17493
Nizhnevartovsk State University,0,3,0,0,10.36906
Noble Research Publishers,0,0,0,1,10.14312
Noesis - Revista de Ciencias Sociales y Humanidades,0,0,0,1,10.20983
Nofer Institute of Occupational Medicine,0,0,0,5,10.13075
Nomos Verlag,0,0,6,43,10.5771
Non-profit organization Nephrology,0,0,0,2,10.36485
Nordic Pulp and Paper Research Journal,0,0,0,3,10.3183
North American Business Press,0,0,2,9,10.33423
North American Journal of Medical Sciences,0,0,0,46,10.4297
North Atlantic Region Association for Counselor Education and Supervision,0,0,0,9,10.7729
"North Carolina Academy of Science, Inc.",0,4,0,0,10.7572
North Carolina Institute of Medicine,0,0,0,7,10.18043
North Pacific Anadromous Fish Commission,0,0,0,1,10.23849
North-Ossetian State University named after Costa Levanovich Khetagurov,1,0,0,0,10.29025
Northern State Medical University,0,0,0,2,10.33396
Northumbria University Library,0,0,0,1,10.19164
Northwestern Naturalist,0,0,0,2,10.1898
Northwestern University Press,0,0,0,4,10.5192
Norwegian Medical Association,1,0,0,11,10.4045
Norwegian Polar Institute,0,41,0,1,10.33265
Norwegian Society of Automatic Control,0,14,0,2,10.4173
Norwegian University of Science and Technology (NTNU) Library,0,0,0,5,10.5324
Nosov Magnitogorsk State Technical University,0,0,0,1,10.18503
Notre Dame Journal of Formal Logic,0,0,0,6,10.1305
Nova Explore Publications Inc.,0,6,0,8,10.20286
Novos Estudos - CEBRAP,0,0,0,6,10.25091
Novosibirsk State Pedagogical University,0,0,0,1,10.15293
Novosibirsk State Technical University,0,0,1,2,10.17212
Novosibirsk State University (NSU),0,0,0,2,10.25205
Novosibirsk State University of Architecture and Civil Engineering (Sibstrin),0,0,0,3,10.32683
Now Publishers,0,0,4,22,10.1561
Nutrition Society of Malaysia,0,0,0,1,10.31246
O.I.E (World Organisation for Animal Health),0,0,1,2,10.20506
O.M.Beketov National University of Urban Economy in Kharkiv,0,0,0,1,10.33042
OAE Publishing Inc.,0,0,1,3,10.20517
OAIMDD - EcoZone Publishing House,0,0,0,5,10.30638
OAPEN Foundation,0,0,3,0,10.26530
OAhost,0,0,0,18,10.5101
OMICS Publishing Group,0,0,0,1435,10.4172__10.4066__10.14303__10.24105
OOO Centr naucnyh i obrazovatelnyh proektov,0,0,1,0,10.24224
OOO DSM-Press,0,1,0,0,10.38097
OPUS - Uluslararasi Toplum Arastirmalari Dergisi,3,47,0,0,10.26466
OU Scientific Route,0,0,0,1,10.21303
Obuda University,0,0,0,4,10.12700
"Occupational Safety and Health Research Institute, KOSHA (KAMJE)",0,0,0,2,10.5491
Oceanside Publications Inc.,2,4,0,17,10.2500
Odesa I.I. Mechnikov National University,0,0,0,2,10.18524
Odessa National Academy of Food Technologies,0,0,0,2,10.15673
Odessa National Economic University,0,8,0,0,10.33987
Odessa Polytechnic State University,0,0,1,1,10.15276
Oecologia Australis,0,0,0,2,10.4257
Oekom Publishers GmbH,1,0,0,0,10.14512
"Office of Research, Development and Information (ORDI)",0,0,0,7,10.5600
Office of Scientific and Technical Information (OSTI),0,0,122,21,10.2172
Ohio Counseling Association,0,0,0,3,10.22229
Ohio Public Health Association,0,4,0,0,10.46709
Oil Industry Corporation,0,0,8,3,10.24887
Oil and Gas Research Institute of the RAS,0,0,0,1,10.29222
Okayama Medical Association,0,0,0,2,10.4044
Oles Honchar Dnipropetrovsk National University,0,0,1,31,10.15421
Oman Medical Journal,0,0,0,23,10.5001
Omer Halisdemir Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,0,10,0,0,10.25287
Omer Halisdemir Universitesi Muhendislik Bilimleri Dergisi,1,34,0,1,10.28948
Ommega Online Publishers,6,0,0,12,10.15436
Omnia Publisher SL,0,0,0,26,10.3926
On Education. Journal for Research and Debate,0,0,3,0,10.17899
Onati International Institute for the Sociology of Law,2,0,0,0,10.35295
Oncology Nursing Society (ONS),10,225,0,41,10.1188
Ondokuz Mayis Universitesi Egitim Fakultesi,0,0,0,17,10.7822
Ondokuz Mayis University Review of the Faculty of Divinity,0,3,0,0,10.17120
Online Journal of Music Sciences,0,1,0,0,10.31811
Online Journal of Rural Nursing and Health Care,0,0,66,3,10.14574
Online Turk Saglik Bilimleri Dergisi,1,64,0,0,10.26453
Ontario Drug Policy Research Network (ODPRN),0,0,0,1,10.31027
Opast Group LLC,3,4,0,0,10.33140
Open Access Pub,8,0,0,6,10.14302
Open Access Publishing Group,0,0,0,5,10.46827
Open Access Publishing London,0,0,0,1,10.13172
"Open Access Text Pvt, Ltd.",0,0,6,1,10.15761
Open Book Publishers,125,272,0,1,10.11647
Open Exploration Publishing,2,0,0,1,10.37349
Open Library of the Humanities,0,0,4,8,10.16995
Open Publishing Association,9,296,0,0,10.4204
OpenEdition,38,0,531,75,10.4000
Operative Dentistry,20,8,0,7,10.2341
Ophthalmological Society of Pakistan,0,0,0,1,10.36351
"Optimal Clinical, Ltd.",0,0,0,2,10.13032
Optimum Journal of Economics and Management Sciences,0,4,0,0,10.17541
Ordem dos Medicos,0,0,0,11,10.20344
"Ordine TSRM PSTRP di Napoli, Avellino, Benevento",1,0,0,0,10.36017
Ordu University,0,15,0,0,10.19127
Ore and Metals Publishing House,0,0,0,2,10.17580
"Orebro Univeirsty Hospital, EVTM Program",0,0,0,2,10.26676
Oregon Historical Society,1,12,0,0,10.5403
Oregon State University,0,0,1,2,10.5399
Organisation for Economic Co-Operation and Development  (OECD),0,0,13,755,10.1787__10.1786
Organismo Autonomo de Museos y Centros del Cabildo de Tenerife,0,0,0,1,10.31939
Organizacion de Estados Iberoamericanos,0,0,4,6,10.35362
Oriental Scientific Publishing Company,2,0,0,9,10.13005
Orissa Journal of Otolaryngology and Head and Neck Surgery,0,0,0,1,10.21176
Ormancilik Arastirma Dergisi,0,4,0,0,10.17568
Ornithological Society of Japan,0,0,0,13,10.2326
Ortadogu Medical Journal,2,1,0,0,10.21601
"Orthopaedic Section, APTA, Inc.",0,5,0,0,10.17832
Orthopterists' Society,0,0,0,3,10.1665
OsloMet - Oslo Metropolitan University,0,0,0,6,10.7577
Osmangazi Journal of Medicine,1,50,0,0,10.20515
Osmanli Medeniyeti ve Arastirmalari Dergisi,0,0,0,1,10.21021
Osterreichische Akademie der Wissenschaften,0,0,0,19,10.1553
Osterreichische Pharmazeutische Gesellschaft (OPhG),0,0,0,10,10.3797
"Oto-Rhino-Laryngological Society of Japan, Inc.",1,0,0,0,10.3950
Ottawa United Learning Academy,0,1,0,0,10.5148
Our Dermatology Online,0,0,0,3,10.7241
Ovid Technologies (Wolters Kluwer Health),1085,371468,2319,376955,10.1161__10.1212__10.1097__10.1213__10.1227__10.1519__10.2106__10.1249__10.1288__10.5435__10.1203__10.11124__10.2459
Oxford Brookes University,0,0,0,5,10.3794
Oxford Institute for Energy Studies,0,0,0,1,10.26889
Oxford University Press (OUP),1443,5882,726,17751,10.1093__10.1534__10.2146__10.3382
P.G. Demidov Yaroslavl State University,0,0,0,1,10.18255
